RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,UseCode,Style,Grade,Roof,Flooring,Heating,Fireplace,YearBuilt,TotalRooms,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,Basement,FinishedBasement,BasementType,ExternalWalls,NumberOfStories,SquareFootageFinishedLiving
2190,17A018000,2511,PLATEAU RD,,Duplex,2 Story,C,Shingles,Hardwood,Heat Pump,No dat,2013,14,10,No dat,10,No dat,,,No Basement,Vinyl,2.0,4032
2191,17A018A00,2511,PLATEAU RD,A&B,Duplex,2 Story,C,Shingles,Hardwood,Heat Pump,0,2013,14,10,0,10,0,,,No Basement,Vinyl,2.00,4032
2192,17A018A00,2511,PLATEAU RD,A&B,Duplex,2 Story,C,No data,No data,No data,No dat,,No dat,No dat,No dat,No dat,No dat,,,No data,No data,No dat,0
2193,17A019000,2512,FONTAINE AVE,,Duplex,2 Sty Attached,C,Shingles,Hardwood,Forced Air,0,1972,10,4,2,2,0,,,No Basement,Brick Veneer,2.00,2132
2194,17A019A00,2514,FONTAINE AVE,,Duplex,2 Sty Attached,C,Shingles,Hardwood,Forced Air,0,1972,10,4,2,2,0,,,No Basement,Brick Veneer,2.00,2132
2195,17A020000,100,WESTERLY AVE,,Duplex,2 Story,C -,Shingles,Hardwood,Heat Pump,0,1972,10,4,2,2,0,,,No Basement,Brick Veneer,2.00,2184
2196,17A021000,104,WESTERLY AVE,,Duplex,2 Story (Avg),C,Shingles,Tile,Hot Water Radiator,0,1947,8,4,0,2,0,,,No Basement,Stucco,2.00,1250
2197,17A022000,106,WESTERLY AVE,,Single Family,1 Sty No Bsmt,C -,Shingles,Hardwood,Heat Pump,0,1953,4,2,0,1,0,,,No Basement,Aluminum,1.00,720
2198,17A023000,2517,PLATEAU RD,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1953,5,3,1,1,0,,,No Basement,Wood,1.00,1025
2199,17A024000,2515,PLATEAU RD,,Duplex,1.5 Story,C,Shingles,Hardwood,Heat Pump,1,1947,10,5,1,4,0,1023,252,Partial Basement,Stone,1.50,2413
2200,17A024A00,2513,PLATEAU RD,,Duplex,2 Story,C,Architectural Shingles,None,Heat Pump,0,2006,12,6,2,6,0,,,No Basement,Vinyl,2.00,2844
2201,17A025000,2509,PLATEAU RD,A&B,Duplex,2 Story,C,Shingles,Hardwood,Heat Pump,0,2013,16,10,0,10,0,,,No Basement,Vinyl,2.00,3968
2202,17A026000,2507,PLATEAU RD,,Duplex,1 Story,C +,Shingles,Hardwood,Heat Pump,0,1949,10,8,0,4,0,,,No Basement,Hardy Board,1.00,3316
2203,17A027000,2505,PLATEAU RD,,Single Family-1 Conversion,1 Story,C -,Shingles,Hardwood,Forced Air,1,1947,8,4,0,2,0,980,860,Full Basement,Aluminum,1.00,980
2204,17A028000,107,SUMMIT ST,,Duplex,1.5 Story,C++,Shingles,Hardwood,Forced Air,1,1949,12,8,0,4,0,1230,,Partial Basement,Perma-Stone,1.50,3829
2205,17A029000,2516,PLATEAU RD,,Duplex,2 Story,C,Shingles,Vinyl,Forced Air,0,1978,8,4,0,2,0,,,No Basement,Brick Veneer,2.00,2184
2206,17A030000,2514,PLATEAU RD,,Single Family-2 Conversion,1.5 Story,C,Shingles,Hardwood,Forced Air,1,1950,10,6,1,3,0,1155,1100,Full Basement,Stucco,1.50,1733
2207,17A031000,2512,PLATEAU RD,,Duplex,2 Story,C,Shingles,Vinyl,Forced Air,0,1978,8,4,0,2,0,,,No Basement,Brick Veneer,2.00,2184
2208,17A033000,2508,PLATEAU RD,,Single Family,2 Sty Attached,C +,Shingles,Hardwood,Hot Water Radiator,1,1947,6,1,0,2,0,910,406,Partial Basement,Vinyl,1.00,1022
2209,17A033000,2508,PLATEAU RD,,Single Family,1 Story,D,Shingles,None,Gas Wall Unit,0,1950,3,1,0,1,0,,,No Basement,Concrete Block,1.00,391
2210,17A033000,2508,PLATEAU RD,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Hot Water Radiator,1,1947,6,2,No dat,1,No dat,910, ,Cellar,Brick Veneer,1.0,1022
2211,17A033001,2510,PLATEAU RD,,Duplex,No data,No data,No data,No data,No data,No dat,,No dat,No dat,No dat,No dat,No dat,,,No data,No data,No dat,
2212,17A033001,2510,PLATEAU RD,,Duplex,2 Story,C -,Architectural Shingles,Pre-Fab Wd,Heat Pump,No dat,2021,14,8,No dat,8,No dat,,,No Basement,Vinyl,2,3584
2213,17A034000,2506,PLATEAU RD,,Single Family,1 Story,C,Shingles,Tile,Forced Air,0,1956,4,2,0,1,0,,,No Basement,Concrete Block,1.00,825
2214,17A035000,2504,PLATEAU RD,,Single Family,1 Story,C,Metal,Hardwood,Forced Air,0,1958,5,3,0,1,0,540,,Partial Basement,Vinyl,1.00,1065
2215,17A036000,2502,PLATEAU RD,,Single Family-1 Conversion,1.5 Story,B -,Shingles,Hardwood,Hot Water Radiator,1,1948,9,5,0,2,0,1107,830,Full Basement,Brick Veneer,1.50,1593
2216,17A037000,2500,PLATEAU RD,,Single Family-1 Conversion,1.5 Story,B -,Shingles,Hardwood,Hot Water Radiator,1,1949,8,4,0,2,1,1132,466,Full Basement,Brick Veneer,1.50,1698
2217,17A037100,113,SUMMIT ST,,Single Family Attached,2 Sty Attached,C -,Shingles,Hardwood,Heat Pump,0,1980,6,3,1,1,0,,,No Basement,Masonite,2.00,1200
2218,17A037200,115,SUMMIT ST,,Single Family Attached,2 Sty Attached,C -,Shingles,Hardwood,Heat Pump,0,1980,6,3,1,1,0,,,No Basement,Masonite,2.00,1200
2219,17A038000,123,SUMMIT ST,,Single Family,1 Story,C,Shingles,Other,Hot Water Radiator,1,1950,6,3,0,1,0,1064,,Full Basement,Aluminum,1.00,1064
2220,17A039000,2503,WESTERLY AVE,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1947,4,2,0,1,0,840,,Partial Basement,Aluminum,1.00,918
2221,17A040000,2505,WESTERLY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1947,5,2,0,1,0,,,No Basement,Stucco,1.00,1132
2222,17A041000,2507,WESTERLY AVE,,Single Family,1 Story,C -,Shingles,Hardwood,Floor Furnace,0,1947,5,2,0,1,0,528,,Partial Basement,Concrete Block,1.00,918
2223,17A042000,2509,WESTERLY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1947,6,3,0,2,0,,,Cellar,Aluminum,1.00,1442
2224,17A043000,2511,WESTERLY AVE,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Forced Air,0,1947,6,3,0,2,0,,,No Basement,Board & Batten,1.00,1477
2225,17A044000,2513,WESTERLY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1947,5,3,0,1,0,222,,Cellar,Concrete Block,1.00,912
2226,17A045000,2515,WESTERLY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1947,6,3,0,2,0,,,No Basement,Vinyl,1.00,1458
2227,17A046000,2517,WESTERLY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1947,6,3,0,1,0,,,No Basement,Vinyl,1.00,1146
2228,17A047000,122,WESTERLY AVE,,Single Family,1 Sty w/ Bsmt,C,Architectural Shingles,Hardwood,Forced Air,No dat,1959,5,3,0,1,No dat,925,,Full Basement,Brick Veneer,1.00,925
2229,17A048000,101,WESTERLY AVE,,Duplex,2 Story,C -,Shingles,W/W Carpet,Heat Pump,2,1991,14,8,0,4,0,,,No Basement,Wood,2.00,2432
2230,17A049000,103,WESTERLY AVE,,Duplex,2 Story,C -,Shingles,W/W Carpet,Heat Pump,2,1991,14,8,0,4,0,,,No Basement,Aluminum,2.00,2432
2231,17A049100,105,WESTERLY AVE,,Duplex,2 Story,C -,Architectural Shingles,W/W Carpet,Heat Pump,2,1991,14,8,0,4,0,,,No Basement,Aluminum,2.00,2432
2232,17A050000,113,WESTERLY AVE,,Duplex,1 Story,C -,Architectural Shingles,Hardwood,Forced Air,0,1965,8,4,0,2,0,,,No Basement,Vinyl,1.00,1664
2233,17A051000,115,WESTERLY AVE,,Duplex,1 Sty (Avg),C -,Architectural Shingles,Hardwood,Forced Air,0,1965,9,5,0,2,0,848,,Walkout Basement,Vinyl,1.00,1831
2234,17A052000,117,WESTERLY AVE,,Single Family,1.5 Story,C -,Shingles,Hardwood,Baseboard,1,1940,5,3,0,1,0,,,No Basement,Asbestos,1.50,896
2235,17A053000,123,WESTERLY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1949,4,2,0,1,0,336,,Partial Basement,Stucco,1.00,728
2236,17A053100,121,WESTERLY AVE,,Duplex,2 Story,C -,Shingles,Other,Heat Pump,1,1989,9,5,1,3,0,702,702,Full Basement,Aluminum,2.00,1404
2237,17A053200,125,WESTERLY AVE,,Duplex,2 Story (Avg),C +,Shingles,Other,Heat Pump,1,1989,9,5,1,3,0,702,702,Full Basement,Aluminum,2.00,1404
2238,17A054100,100,MORRIS PAUL CT,,Duplex,2 Story,C +,Architectural Shingles,Hardwood,Heat Pump,1,1991,9,5,1,3,0,702,702,Full Basement,Aluminum,2.00,1404
2239,17A054200,102,MORRIS PAUL CT,,Duplex,2 Story,C +,Architectural Shingles,W/W Carpet,Heat Pump,1,1991,9,5,1,3,0,702,702,Full Basement,Aluminum,2.00,1404
2240,17A054300,104,MORRIS PAUL CT,,Duplex,2 Story,C +,Architectural Shingles,Hardwood,Heat Pump,1,1990,9,5,1,3,0,702,702,Full Basement,Aluminum,2.00,1404
2241,17A054400,103,MORRIS PAUL CT,,Duplex,2 Story,C +,Architectural Shingles,Hardwood,Heat Pump,1,1990,9,5,1,3,0,702,702,Full Basement,Aluminum,2.00,1404
2242,17A054500,101,MORRIS PAUL CT,,Duplex,2 Story,C +,Architectural Shingles,W/W Carpet,Heat Pump,1,1990,9,5,1,3,0,702,702,Full Basement,Aluminum,2.00,1404
2243,17A055000,2518,WESTERLY AVE,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,0,1947,5,2,0,2,0,1020,500,Full Basement,Vinyl,1.00,1020
2244,17A056000,2516,WESTERLY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1947,5,3,0,1,0,240,,Cellar,Vinyl,1.00,912
2245,17A057000,2514,WESTERLY AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Forced Air,0,1947,6,3,0,1,0,918,,Full Basement,Aluminum,1.50,1377
2246,17A058000,2512,WESTERLY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1947,5,2,0,1,0,,,No Basement,Aluminum,1.00,1031
2247,17A059000,2510,WESTERLY AVE,,Single Family-1 Conversion,1.5 Story,C,Shingles,Hardwood,Forced Air,0,1947,8,4,0,3,0,320,,Partial Basement,Concrete Block,1.50,2106
2248,17A060000,2508,WESTERLY AVE,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,0,1947,4,2,0,2,0,912,912,Full Basement,Vinyl,1.00,912
2249,17A061000,2506,WESTERLY AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
2250,17A062000,2504,WESTERLY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1947,4,2,0,1,0,612,,Partial Basement,Aluminum,1.00,912
2251,17A063000,2502,WESTERLY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1947,4,2,0,1,0,,,No Basement,Perma-Stone,1.00,912
2252,17A064000,2500,WESTERLY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Floor Furnace,0,1947,4,2,0,1,0,,,No Basement,Concrete Block,1.00,918
2253,17A555000,0,UNKNOWN,,Vacant Land,,,,,,,,,,,,,0,0,,,,
2254,180001000,2205-07,JEFFERSON PARK AVE,,Single Family-1 Conversion,1 Story,C -,Shingles,Hardwood,Gas Wall Unit,0,1940,4,2,0,1,0,,,No Basement,Concrete Block,1.00,1019
2255,180001000,2205-07,JEFFERSON PARK AVE,,Single Family-1 Conversion,1.5 Story,C +,Shingles,Hardwood,Forced Air,1,1925,8,4,0,2,0,1155,,Cellar,Stucco,1.66,2563
2256,180002000,2209,JEFFERSON PARK AVE,,Triplex,2 Story,C++,Metal,Hardwood,Heat Pump,0,1915,10,6,0,3,0,690,,Partial Basement,Wood,2.00,2814
2257,180002100,105,STRIBLING AVE,,Duplex,1 Sty No Bsmt,C,Shingles,Hardwood,Forced Air,0,1969,8,4,0,2,0,,,No Basement,Brick Veneer,1.00,1575
2258,180002200,109,STRIBLING AVE,,Duplex,1 Sty No Bsmt,C +,Shingles,Hardwood,Forced Air,0,1967,8,4,0,2,0,,,No data,Brick Veneer,1.00,1575
2259,180003000,111,STRIBLING AVE,,Single Family,1 Sty No Bsmt,C,Shingles,Hardwood,Heat Pump,0,1953,4,2,0,1,0,,,No Basement,Single Siding,1.00,840
2260,180003100,113,STRIBLING AVE,,Single Family,1 Sty w/ Bsmt,C +,Architectural Shingles,Hardwood,Forced Air,0,1953,6,2,0,1,0,430,,Partial Basement,Aluminum,1.00,1059
2261,180004000,115,STRIBLING AVE,,Single Family,1 Story,C -,Architectural Shingles,Hardwood,Forced Air,0,1953,6,3,0,2,0,,,No Basement,Aluminum,1.00,1350
2262,180005000,123,STRIBLING AVE,,Single Family-1 Conversion,2 Story (Avg),C -,Slate,Hardwood,Hot Water Radiator,0,1915,11,4,0,3,0,490,,Cellar,Stone,2.00,3072
2263,180005100,127,STRIBLING AVE,,Duplex,1 Sty No Bsmt,C,Shingles,Hardwood,Forced Air,0,1956,8,4,0,2,0,,,No data,Aluminum,1.00,1684
2264,180005200,125,STRIBLING AVE,,Duplex,2 Sty Attached,C +,Architectural Shingles,Hardwood,Forced Air,0,1969,10,6,2,2,0,,,No Basement,Wood,2.00,2790
2265,180005300,121,STRIBLING AVE,,Single Family,1 Sty (Avg),C -,Shingles,Hardwood,Forced Air,0,1962,6,3,0,1,0,1134,,Full Basement,Wood,1.00,1134
2266,180005400,119,STRIBLING AVE,,Single Family,1 Sty (Avg),C,Architectural Shingles,Hardwood,Heat Pump,1,1963,5,4,0,2,0,1032,826,Full Basement,Brick Veneer,1.00,1040
2267,180006000,133,STRIBLING AVE,,Single Family-1 Conversion,2 Story,B -,Slate,Hardwood,Hot Water Radiator,2,1912,7,5,0,2,0,1120,1120,Partial Basement,Brick Veneer,2.00,2464
2268,180007000,135,STRIBLING AVE,,Single Family,1 Story,C +,Shingles,Hardwood,Forced Air,0,1963,5,3,0,2,0,1097,400,Full Basement,Brick Veneer,1.00,1092
2269,180008000,139,STRIBLING AVE,,Single Family,2 Story,B +,Architectural Shingles,Hardwood,Forced Air,1,1925,6,3,1,2,0,784,,Walkout Basement,Brick Veneer,2.00,1568
2270,180009000,141,STRIBLING AVE,,Single Family,2 Story (Avg),C +,Shingles,Hardwood,Hot Water Radiator,1,1941,6,3,1,1,0,728,,Partial Basement,Stucco,2.00,1617
2271,180010000,143,STRIBLING AVE,,Single Family-1 Conversion,2 Story,C +,Shingles,Hardwood,Hot Water Radiator,1,1936,6,3,0,2,0,969,,Full Basement,Brick Veneer,2.00,1534
2272,180010000,143,STRIBLING AVE,,Single Family-1 Conversion,1 Story,D +,Shingles,W/W Carpet,Gas Wall Unit,0,1936,2,1,0,1,2,400,,Basement Garage,Composition,1.00,400
2273,180011000,147,STRIBLING AVE,,Single Family,1 Sty (Avg),C -,Architectural Shingles,Hardwood,Forced Air,1,1936,6,3,0,1,0,1122,,Cellar,Brick Veneer,1.00,1265
2274,180015000,142,STRIBLING AVE,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Forced Air,0,1962,5,3,0,2,0,1036,1036,Full Basement,Vinyl,1.00,1036
2275,180015100,140,STRIBLING AVE,,Single Family,1 Sty (Avg),C +,Architectural Shingles,Hardwood,Forced Air,1,1961,6,4,0,2,0,825,200,Full Basement,Brick Veneer,1.00,1031
2276,180015101,2414,SUNSET RD,,Single Family-1 Conversion,1 Story,C,Shingles,W/W Carpet,Forced Air,1,1961,8,4,0,2,0,999,900,Full Basement,Brick Veneer,1.00,999
2277,180015110,2416,SUNSET RD,,Single Family-1 Conversion,1 Sty w/ Bsmt,C,Metal,Hardwood,Forced Air,1,1962,9,5,0,2,0,1075,700,Full Basement,Brick Veneer,1.00,1075
2278,180015120,2418,SUNSET RD,A&B,Duplex,1 Sty (Avg),C,Architectural Shingles,Hardwood,Forced Air,0,1967,8,4,0,2,0,1575,756,Full Basement,Brick Veneer,1.00,1575
2279,180015130,2420,SUNSET RD,,Duplex,1 Sty Attached,C,Architectural Shingles,Hardwood,Heat Pump,0,1967,10,6,0,3,0,1575,756,Walkout Basement,Brick Veneer,1.00,1575
2280,180015140,2422,SUNSET RD,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,1,1961,6,3,0,2,0,1008,510,Full Basement,Aluminum,1.00,1008
2281,180015150,2424,SUNSET RD,,Single Family-1 Conversion,Split-Foyer (Avg),C,Shingles,Hardwood,Forced Air,1,1961,8,4,0,3,0,1040,842,Full Basement,Wood,1.00,1040
2282,180015160,2426,SUNSET RD,,Single Family,Split-Level (Avg),C +,Shingles,Hardwood,Forced Air,0,1962,7,3,1,2,1,1052,486,Full Basement,Wood,2.00,1052
2283,180015170,2428,SUNSET RD,,Single Family,1 Story,No data,No data,No data,No data,0,1964,No dat,No dat,No dat,No dat,0,, ,Full Basement,No data,No dat,1111
2284,180015170,2428,SUNSET RD,,Single Family,1 Sty w/ Bsmt,C++,Architectural Shingles,Vinyl,Heat Pump,No dat,1964,10,6,No dat,2,No dat,1088,1088,Full Basement,Vinyl,1,1088
2285,180015180,2430,SUNSET RD,,Single Family,1 Story,C++,Shingles,Hardwood,Forced Air,1,1962,7,3,0,2,0,1100,590,Full Basement,Brick Veneer,1.00,1100
2286,180015190,2432,SUNSET RD,,Single Family,1 Sty w/ Bsmt,C +,Shingles,Hardwood,Forced Air,1,1962,6,3,1,1,0,1053,398,Full Basement,Brick Veneer,1.00,1053
2287,180015200,138,STRIBLING AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1960,6,3,0,1,0,999,497,Full Basement,Brick Veneer,1.00,999
2288,180015201,2427,SUNSET RD,,Single Family,Split-Foyer (Avg),C +,Shingles,Hardwood,Heat Pump,2,1963,8,4,0,2,0,1107,990,Full Basement,Brick Veneer,1.00,1107
2289,180015210,2425,SUNSET RD,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Forced Air,1,1961,7,3,1,2,1,624,257,Partial Basement,Vinyl,1.00,1248
2290,180015220,2423,SUNSET RD,,Single Family-1 Conversion,Split-Foyer (Avg),C,Shingles,Hardwood,Forced Air,1,1964,8,5,0,2,0,1075,964,Partial Basement,Wood,1.00,1075
2291,180015230,2421,SUNSET RD,,Single Family,1 Sty w/ Bsmt,C +,Shingles,Hardwood,Forced Air,1,1963,9,4,0,2,0,1148,982,Full Basement,Brick Veneer,1.00,1148
2292,180015240,2419,SUNSET RD,,Single Family-1 Conversion,1 Sty (Avg),C -,Shingles,Hardwood,Forced Air,2,1961,9,5,0,2,0,975,975,Full Basement,Brick Veneer,1.00,975
2293,180015250,2417,SUNSET RD,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1961,7,3,0,2,0,1075,632,Full Basement,Brick Veneer,1.00,1075
2294,180015260,2415,SUNSET RD,,Single Family,1 Sty w/ Bsmt,C,Architectural Shingles,Hardwood,Forced Air,1,1961,6,3,1,1,0,1080,,Full Basement,Precast Panel,1.00,1080
2295,180015270,2413,SUNSET RD,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1961,9,3,0,2,0,1075,1075,Full Basement,Brick Veneer,1.00,1075
2296,180015280,2411,SUNSET RD,,Duplex,1 Sty (Avg),C,Shingles,Hardwood,Forced Air,1,1961,8,4,0,2,0,1008,700,Full Basement,Brick Veneer,1.00,1008
2297,180015290,2409,SUNSET RD,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,1,1961,5,3,0,1,0,1008,,Full Basement,Brick Veneer,1.00,1008
2298,180015300,134,STRIBLING AVE,,Single Family,1 Story,C -,Shingles,Hardwood,Forced Air,1,1960,6,3,0,2,0,1075,,Full Basement,Aluminum,1.00,1075
2299,180015301,2407,SUNSET RD,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,2,1961,6,5,0,2,0,1025,839,Full Basement,Brick Veneer,1.00,1025
2300,180015310,2405,SUNSET RD,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,0,1961,9,5,0,2,0,1025,1025,Full Basement,Aluminum,1.00,1105
2301,180015400,132,STRIBLING AVE,,Duplex,2 Story,C +,Shingles,Hardwood,Forced Air,0,1967,8,4,2,2,0,,,No Basement,Brick Veneer,2.00,1944
2302,180015500,2404,SUNSET RD,,Single Family,1 Sty w/ Bsmt,C,Shingles,Hardwood,Forced Air,1,1961,6,3,0,1,0,1092,,Full Basement,Brick Veneer,1.00,1092
2303,180015600,2406,SUNSET RD,,Single Family,1 Sty (Avg),C,Architectural Shingles,Hardwood,Forced Air,1,1961,5,3,0,1,0,962,,Full Basement,Brick Veneer,1.00,962
2304,180015700,2408,SUNSET RD,,Single Family,1 Sty w/ Bsmt,C +,Shingles,Hardwood,Forced Air,1,1960,6,3,0,1,0,999,850,Full Basement,Brick Veneer,1.00,999
2305,180015800,2410,SUNSET RD,,Single Family-1 Conversion,1 Sty (Avg),C,Architectural Shingles,Hardwood,Forced Air,0,1961,6,4,0,3,0,971,971,Full Basement,Brick Veneer,1.00,962
2306,180015900,2412,SUNSET RD,,Single Family,1 Sty w/ Bsmt,C +,Shingles,Hardwood,Forced Air,2,1964,6,3,1,1,0,1162,,Full Basement,Brick Veneer,1.00,1126
2307,180016000,209,SUNSET AVE,,Single Family-1 Conversion,1 Sty (Avg),C,Shingles,Hardwood,Forced Air,0,1953,6,2,0,2,0,686,,Full Basement,Asbestos,1.00,686
2308,180017000,130,STRIBLING AVE,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,2,1914,11,4,1,4,0,1498,1236,Partial Basement,Stucco,2.00,2642
2309,180017100,207,SUNSET AVE,,Single Family-1 Conversion,1 Story,C,Shingles,Hardwood,Forced Air,0,1955,6,4,0,2,0,960,768,Full Basement,Wood,1.00,960
2310,180017200,205,SUNSET AVE,,Single Family-1 Conversion,1 Story,C,Shingles,Hardwood,Forced Air,0,1954,7,3,0,2,0,864,464,Full Basement,Wood,1.00,864
2311,180017300,128,STRIBLING AVE,,Single Family-1 Conversion,1.5 Sty (Avg),C,Shakes,Hardwood,Baseboard,0,1981,8,4,1,2,0,936,936,Full Basement,Wood,1.50,1170
2312,180018000,124,STRIBLING AVE,,Single Family,2 Story (Avg),B +,Shingles,Hardwood,Heat Pump,1,1920,9,4,0,2,0,432,,Partial Basement,Stucco,2.00,1528
2313,180018100,126,STRIBLING AVE,,Single Family,1 Sty (Avg),C,Architectural Shingles,Hardwood,Forced Air,1,1957,7,4,0,2,0,518,,Partial Basement,Brick Veneer,1.00,1372
2314,180019000,120,STRIBLING AVE,,Single Family,2 Story,C -,Shingles,Hardwood,Forced Air,1,1920,7,4,0,2,0,420,,Partial Basement,Stucco,2.00,1788
2315,180020000,116,STRIBLING AVE,,Single Family,2 Story (Avg),B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1943,6,3,1,1,0,408,,Partial Basement,Aluminum,2.00,1684
2316,180021000,112,STRIBLING AVE,,Single Family,1 Sty (Avg),C,Shingles,Hardwood,Hot Water Radiator,2,1959,7,3,1,2,0,1552,388,Partial Basement,Brick Veneer,1.00,1929
2317,180022000,2303,JEFFERSON PARK AVE,,Single Family-1 Conversion,2 Story,B +,Shingles,Hardwood,Hot Water Radiator,2,1900,10,4,1,3,0,,,No Basement,Wood,2.00,3064
2318,180022100,110,STRIBLING AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1956,6,2,0,2,0,1092,500,Full Basement,Brick Veneer,1.00,1092
2319,180023000,2307,JEFFERSON PARK AVE,,Single Family-1 Conversion,1.5 Story,B,Slate,Hardwood,Hot Water Radiator,1,1919,9,6,0,2,0,1334,,Cellar,Brick Veneer,1.66,2010
2320,180023000,2307,JEFFERSON PARK AVE,,Single Family-1 Conversion,1 Sty (Avg),D,Shingles,Hardwood,Gas Wall Unit,0,1950,4,2,0,1,0,,,No Basement,Stucco,1.00,634
2321,180024000,2309,JEFFERSON PARK AVE,,Single Family,1.5 Story,B++,Slate,Hardwood,Hot Water Radiator,1,1920,8,3,1,2,0,1156,,Full Basement,Brick Veneer,1.75,2023
2322,180024000,2309,JEFFERSON PARK AVE,,Single Family,1 Sty (Avg),B,Architectural Shingles,Pre-Fab Wd,Mini-Splits,No dat,2019,4,2,No dat,1,No dat,,,No Basement,Hardy Board,1,736
2323,180025000,2401,JEFFERSON PARK AVE,,Single Family,1.5 Story,B +,Metal,Hardwood,Hot Water Radiator,2,1920,7,3,1,2,0,624,,Partial Basement,Brick Veneer,1.50,2609
2324,180026000,2405,JEFFERSON PARK AVE,,Single Family-1 Conversion,2 Sty Superior,A +,Architectural Shingles,Hardwood,Hot Water Radiator,2,1920,10,4,0,2,0,1360,,Full Basement,Brick Veneer,2.00,2864
2325,180027000,2407,JEFFERSON PARK AVE,,Single Family-1 Conversion,1.5 Story,B +,Slate,Hardwood,Hot Water Radiator,1,1910,7,3,1,2,0,360,,Partial Basement,Brick Veneer,1.90,2972
2326,180027000,2407,JEFFERSON PARK AVE,,Single Family-1 Conversion,1 Story,C,Metal,Linoleum,Gas Wall Unit,0,1950,3,1,0,1,0,,,No Basement,Wood,1.00,672
2327,180028000,2411,JEFFERSON PARK AVE,,Single Family,2 Sty Excellent,A -,Metal,Hardwood,Hot Water Radiator,1,1914,11,6,0,3,0,1752,375,Full Basement,Brick Veneer,2.00,2712
2328,180029000,2413,JEFFERSON PARK AVE,,Single Family-1 Conversion,2 Sty Excellent,B +,Shingles,Hardwood,Hot Water Radiator,1,1930,7,4,0,2,0,790,,Partial Basement,Brick Veneer,2.00,1892
2329,180029000,2413,JEFFERSON PARK AVE,,Single Family-1 Conversion,1 Story,C,Shingles,None,Gas Wall Unit,0,1930,3,1,0,1,0,,,No Basement,Concrete Block,1.00,537
2330,180030000,2415,JEFFERSON PARK AVE,,Single Family,2 Story (Avg),A,Architectural Shingles,Hardwood,Forced Air,0,1928,8,4,0,2,0,420,,Partial Basement,Brick Veneer,2.00,1980
2331,180031000,2419,JEFFERSON PARK AVE,,Single Family-1 Conversion,1.5 Story,B +,Metal,Hardwood,Hot Water Radiator,1,1954,12,4,0,4,0,1184,875,Full Basement,Brick Veneer,1.66,1853
2332,180031100,2417,JEFFERSON PARK AVE,,Single Family-3 Conversion,2 Story w/ Bsmt,B,Metal,Hardwood,Heat Pump,2,1920,11,6,0,3,0,1285,710,Full Basement,Brick Veneer,2.00,2330
2333,180031100,2417,JEFFERSON PARK AVE,,Single Family-3 Conversion,2 Story (Avg),C,Shingles,Hardwood,Gas Wall Unit,0,1950,6,2,0,2,0,,,No Basement,Asbestos,2.00,1584
2334,180031100,2417,JEFFERSON PARK AVE,,Single Family-3 Conversion,1 Sty No Bsmt,C -,Shingles,W/W Carpet,Forced Air,No dat,1950,4,1,No dat,1,No dat,,,No Basement,Wood,1.0,672
2335,180032000,2421,JEFFERSON PARK AVE,,Single Family,1 Sty (Avg),C,Built Up,Hardwood,Hot Water Radiator,0,1950,5,2,0,1,0,528,260,Partial Basement,Concrete Block,1.00,1113
