ParcelNumber,SaleAmount,SaleDate,Bedrooms,YearBuilt,SquareFootageFinishedLiving,Grade,SaleDateYr,Grade out of 10,Year,Total Enrollment,Undergraduate Enrollment,Graduate Enrollment,CPI_Avg,SaleAmount_2024,Z_score
490229130,130000,2000/03/31 04:00:00+00,3,1965.0,1036.0,C,2000,4.5,2000.0,20810,13718.0,7092.0,172.1916666666667,236833,-0.280830023924954
490229130,212000,2011/04/28 04:00:00+00,3,1965.0,1036.0,C,2011,4.5,2011.0,24297,15762.0,8535.0,224.923,295674,-0.1671524885016276
490229130,80500,1996/02/29 05:00:00+00,3,1965.0,1036.0,C,1996,4.5,1996.0,19789,13129.0,6660.0,156.85833333333332,160990,-0.4273544765874061
490229140,25000,1971/09/08 04:00:00+00,6,1967.0,1050.0,C,1971,4.5,1971.0,12351,7617.0,4734.0,40.483333333333334,193720,-0.3641219391661272
490229140,75000,1995/04/03 04:00:00+00,6,1967.0,1050.0,C,1995,4.5,1995.0,20025,13108.0,6917.0,152.38333333333333,154395,-0.44009564934308393
490229150,84000,1996/05/24 04:00:00+00,5,1968.0,1050.0,C,1996,4.5,1996.0,19789,13129.0,6660.0,156.85833333333332,167989,-0.41383279832857534
490229150,295000,2019/11/07 05:00:00+00,5,1968.0,1050.0,C,2019,4.5,2019.0,25018,17011.0,8007.0,255.65258333333335,361978,-0.039056852657433354
490229200,186000,2017/04/28 04:00:00+00,3,1965.0,1075.0,C -,2017,4.0,2017.0,24360,16655.0,7705.0,245.121,238036,-0.2785058949143277
490229200,45000,2002/03/29 04:00:00+00,3,1965.0,1075.0,C -,2002,4.0,2002.0,21536,13805.0,7731.0,179.86666666666667,78482,-0.5867553381075674
490229200,25000,1972/10/05 04:00:00+00,3,1965.0,1075.0,C -,1972,4.0,1972.0,12907,8204.0,4703.0,41.80833333333333,187580,-0.3759840772586005
490229300,65000,1986/03/28 04:00:00+00,4,1966.0,1728.0,C,1986,4.5,1986.0,16985,11249.0,5736.0,109.69166666666666,185887,-0.379254858983447
490229300,176740,2015/06/09 04:00:00+00,4,1966.0,1728.0,C,2015,4.5,2015.0,23883,16736.0,7147.0,237.00175000000002,233934,-0.286430730493371
490229300,87000,1998/06/01 04:00:00+00,4,1966.0,1728.0,C,1998,4.5,1998.0,20448,13370.0,7078.0,163.00833333333333,167425,-0.4149224149220859
490229400,31500,1976/03/16 04:00:00+00,3,1965.0,1073.0,C,1976,4.5,1976.0,15529,10080.0,5449.0,56.93333333333334,173562,-0.4030660726625568
490229500,230353,2013/07/09 04:00:00+00,3,1965.0,1073.0,C,2013,4.5,2013.0,23464,16087.0,7377.0,232.95174999999998,310198,-0.1390929292744154
490229500,145000,2013/09/19 04:00:00+00,3,1965.0,1073.0,C,2013,4.5,2013.0,23464,16087.0,7377.0,232.95174999999998,195260,-0.36114674492143517
490229600,89000,1999/10/08 04:00:00+00,6,1967.0,1800.0,C,1999,4.5,1999.0,20794,13576.0,7218.0,166.58333333333334,167598,-0.4145881885556367
490229600,132500,1984/04/04 04:00:00+00,6,1967.0,1800.0,C,1984,4.5,1984.0,16531,10962.0,5569.0,103.93333333333334,399919,0.03424304658793003
490229700,89000,1999/10/08 04:00:00+00,6,1967.0,1800.0,C,1999,4.5,1999.0,20794,13576.0,7218.0,166.58333333333334,167598,-0.4145881885556367
490229700,132500,1984/04/04 04:00:00+00,6,1967.0,1800.0,C,1984,4.5,1984.0,16531,10962.0,5569.0,103.93333333333334,399919,0.03424304658793003
490229800,100000,2006/01/12 05:00:00+00,6,1968.0,2718.0,C++,2006,5.5,2006.0,22371,14678.0,7693.0,201.5583333333333,155636,-0.43769810644849766
490229800,37700,1969/10/30 04:00:00+00,6,1968.0,2718.0,C++,1969,5.5,1969.0,9735,5769.0,3966.0,36.68333333333333,322391,-0.11553673224485067
490229900,121500,2010/10/22 04:00:00+00,5,1966.0,1050.0,C,2010,4.5,2010.0,24391,15595.0,8796.0,218.0761666666667,174775,-0.40072262420878313
490229900,85000,1994/11/01 04:00:00+00,5,1966.0,1050.0,C,1994,4.5,1994.0,19724,12568.0,7156.0,148.225,179890,-0.3908407290389132
490229900,132829,2010/06/07 04:00:00+00,5,1966.0,1050.0,C,2010,4.5,2010.0,24391,15595.0,8796.0,218.0761666666667,191071,-0.36923965965586036
500002000,35500,1978/09/29 04:00:00+00,3,1952.0,1312.0,C,1978,4.5,1978.0,16179,10562.0,5617.0,65.24166666666666,170692,-0.4086107528458464
500002000,8154,1991/09/05 04:00:00+00,3,1952.0,1312.0,C,1991,4.5,1991.0,17606,11306.0,6300.0,136.16666666666666,18785,-0.702086617864307
500003000,8533,1991/02/12 05:00:00+00,2,1952.0,1304.0,C,1991,4.5,1991.0,17606,11306.0,6300.0,136.16666666666666,19658,-0.7004000304775434
500003000,69900,1995/10/16 04:00:00+00,2,1952.0,1304.0,C,1995,4.5,1995.0,20025,13108.0,6917.0,152.38333333333333,143896,-0.4603791327034874
500004000,206000,2014/06/06 04:00:00+00,2,1960.0,1238.0,C,2014,4.5,2014.0,23732,16483.0,7249.0,236.715,272993,-0.21097091750413377
500004000,85000,1993/06/01 04:00:00+00,2,1960.0,1238.0,C,1993,4.5,1993.0,19711,12446.0,7265.0,144.475,184560,-0.38181854908910046
500004000,110081,2001/09/07 04:00:00+00,2,1960.0,1238.0,C,2001,4.5,2001.0,21133,13766.0,7367.0,177.04166666666666,195051,-0.3615505212832148
500005100,33000,1985/11/14 05:00:00+00,6,1986.0,2432.0,C +,1985,5.0,1985.0,16889,11195.0,5694.0,107.60000000000001,96208,-0.5525096931845735
500005100,87500,1987/08/03 04:00:00+00,6,1986.0,2432.0,C +,1987,5.0,1987.0,17034,11097.0,5937.0,113.61666666666667,241589,-0.271641696764074
500005100,300000,2004/08/02 04:00:00+00,6,1986.0,2432.0,C +,2004,5.0,2004.0,21691,14129.0,7562.0,188.90833333333333,498174,0.22406623523222458
500005200,300000,2004/08/02 04:00:00+00,6,1986.0,2432.0,C +,2004,5.0,2004.0,21691,14129.0,7562.0,188.90833333333333,498174,0.22406623523222458
500005200,87500,1987/08/03 04:00:00+00,6,1986.0,2432.0,C +,1987,5.0,1987.0,17034,11097.0,5937.0,113.61666666666667,241589,-0.271641696764074
500005200,33000,1985/11/14 05:00:00+00,6,1986.0,2432.0,C +,1985,5.0,1985.0,16889,11195.0,5694.0,107.60000000000001,96208,-0.5525096931845735
500005300,137000,2001/08/16 04:00:00+00,4,1986.0,1976.0,C,2001,4.5,2001.0,21133,13766.0,7367.0,177.04166666666666,242748,-0.26940257330329603
500005300,14000,1986/07/30 04:00:00+00,4,1986.0,1976.0,C,1986,4.5,1986.0,16985,11249.0,5736.0,109.69166666666666,40037,-0.6610289372875573
500021000,343500,2021/12/22 05:00:00+00,3,1953.0,1125.0,C +,2021,5.0,2021.0,26026,17299.0,8727.0,270.96791666666667,397667,0.029892307991146644
500021000,195600,2010/01/29 05:00:00+00,3,1953.0,1125.0,C +,2010,5.0,2010.0,24391,15595.0,8796.0,218.0761666666667,281366,-0.194794747756857
500021000,165000,2019/09/17 04:00:00+00,3,1953.0,1125.0,C +,2019,5.0,2019.0,25018,17011.0,8007.0,255.65258333333335,202462,-0.3472328819667132
500021000,160044,2008/06/10 04:00:00+00,3,1953.0,1125.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,233237,-0.28777729568074134
500021000,49000,1986/06/17 04:00:00+00,3,1953.0,1125.0,C +,1986,5.0,1986.0,16985,11249.0,5736.0,109.69166666666666,140130,-0.4676548349927797
500021000,295500,2020/04/16 04:00:00+00,3,1953.0,1125.0,C +,2020,5.0,2020.0,25642,17314.0,8328.0,258.85575,358105,-0.04653927298840229
500022000,64500,1989/06/28 04:00:00+00,3,1953.0,998.0,C,1989,4.5,1989.0,17444,11199.0,6245.0,123.94166666666666,163250,-0.4229882824361048
500022000,123750,2002/11/26 05:00:00+00,3,1953.0,998.0,C,2002,4.5,2002.0,21536,13805.0,7731.0,179.86666666666667,215827,-0.3214124462002789
500022000,140000,2015/09/16 04:00:00+00,3,1953.0,998.0,C,2015,4.5,2015.0,23883,16736.0,7147.0,237.00175000000002,185305,-0.3803792505746228
500024000,126750,2002/11/15 05:00:00+00,3,1956.0,1318.0,C +,2002,5.0,2002.0,21536,13805.0,7731.0,179.86666666666667,221059,-0.311304513545585
500024000,219900,2006/05/15 04:00:00+00,3,1956.0,1318.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,342244,-0.07718184176441528
500024000,326500,2018/06/18 04:00:00+00,3,1956.0,1318.0,C +,2018,5.0,2018.0,24639,16777.0,7862.0,251.0995,407895,0.049652234442256964
500024000,76500,1996/02/27 05:00:00+00,3,1956.0,1318.0,C +,1996,5.0,1996.0,19789,13129.0,6660.0,156.85833333333332,152990,-0.44281003110528666
500025000,49500,1988/08/12 04:00:00+00,3,1953.0,1048.0,C,1988,4.5,1988.0,17168,11197.0,5971.0,118.27499999999999,131287,-0.48473901856798196
500025000,65000,1997/04/29 04:00:00+00,3,1953.0,1048.0,C,1997,4.5,1997.0,20262,13246.0,7016.0,160.525,127022,-0.49297876107032707
500025000,128000,2003/08/26 04:00:00+00,3,1953.0,1048.0,C,2003,4.5,2003.0,21446,13829.0,7617.0,184.0,218224,-0.316781575677859
500025000,159000,2004/08/30 04:00:00+00,3,1953.0,1048.0,C,2004,4.5,2004.0,21691,14129.0,7562.0,188.90833333333333,264032,-0.22828307050847477
500026000,200000,2009/07/20 04:00:00+00,3,1953.0,998.0,C +,2009,5.0,2009.0,24355,15476.0,8879.0,214.56466666666665,292403,-0.17347187835512604
500026000,341000,2021/05/20 04:00:00+00,3,1953.0,998.0,C +,2021,5.0,2021.0,26026,17299.0,8727.0,270.96791666666667,394773,0.024301261144303345
500026000,202500,2006/01/19 05:00:00+00,3,1953.0,998.0,C +,2006,5.0,2006.0,22371,14678.0,7693.0,201.5583333333333,315163,-0.12950082575175578
500026000,273000,2017/04/28 04:00:00+00,3,1953.0,998.0,C +,2017,5.0,2017.0,24360,16655.0,7705.0,245.121,349376,-0.06340321491172474
500026000,70000,1994/10/20 04:00:00+00,3,1953.0,998.0,C +,1994,5.0,1994.0,19724,12568.0,7156.0,148.225,148145,-0.4521703013101781
500027000,29000,1976/12/30 05:00:00+00,2,1953.0,1066.0,C +,1976,5.0,1976.0,15529,10080.0,5449.0,56.93333333333334,159787,-0.4296786055980324
500028000,53000,1982/11/23 05:00:00+00,3,1954.0,1203.0,C,1982,4.5,1982.0,16446,11104.0,5342.0,96.53333333333335,172230,-0.4056394224897839
500031000,28500,1973/09/11 04:00:00+00,3,1959.0,1000.0,C +,1973,5.0,1973.0,13732,8873.0,4859.0,44.425000000000004,201246,-0.34958212625343105
500031000,354000,2020/10/23 04:00:00+00,3,1959.0,1000.0,C +,2020,5.0,2020.0,25642,17314.0,8328.0,258.85575,428999,0.09042398726042593
500031100,153000,2001/11/08 05:00:00+00,4,1959.0,1134.0,C +,2001,5.0,2001.0,21133,13766.0,7367.0,177.04166666666666,271098,-0.21463195198055673
500031100,100900,1995/03/17 04:00:00+00,4,1959.0,1134.0,C +,1995,5.0,1995.0,20025,13108.0,6917.0,152.38333333333333,207713,-0.3370882423700393
500031100,379000,2021/09/23 04:00:00+00,4,1959.0,1134.0,C +,2021,5.0,2021.0,26026,17299.0,8727.0,270.96791666666667,438765,0.10929135543812865
500031200,86900,1992/07/31 04:00:00+00,4,1959.0,1250.0,C,1992,4.5,1992.0,19867,12614.0,7253.0,140.30833333333334,194288,-0.36302459479535765
500031200,92500,1997/11/17 05:00:00+00,4,1959.0,1250.0,C,1997,4.5,1997.0,20262,13246.0,7016.0,160.525,180763,-0.3891541416521495
500031300,327000,2020/08/26 04:00:00+00,5,1964.0,900.0,C,2020,4.5,2020.0,25642,17314.0,8328.0,258.85575,396279,0.027210769282294364
500031300,85500,1998/06/02 04:00:00+00,5,1964.0,900.0,C,1998,4.5,1998.0,20448,13370.0,7078.0,163.00833333333333,164538,-0.42049993815872605
500031400,389000,2021/06/30 04:00:00+00,4,1960.0,1014.0,C +,2021,5.0,2021.0,26026,17299.0,8727.0,270.96791666666667,450342,0.1316574747698166
500031400,97250,1998/05/05 04:00:00+00,4,1960.0,1014.0,C +,1998,5.0,1998.0,20448,13370.0,7078.0,163.00833333333333,187150,-0.3768148133139366
500031400,28500,1976/09/24 04:00:00+00,4,1960.0,1014.0,C +,1976,5.0,1976.0,15529,10080.0,5449.0,56.93333333333334,157032,-0.4350011121851275
500031500,21000,1971/04/29 04:00:00+00,3,1960.0,1014.0,C,1971,4.5,1971.0,12351,7617.0,4734.0,40.483333333333334,162725,-0.4240025532013407
500031600,55000,1985/07/12 04:00:00+00,3,1962.0,976.0,C,1985,4.5,1985.0,16889,11195.0,5694.0,107.60000000000001,160347,-0.42859671678178074
500031600,259900,2005/01/18 05:00:00+00,3,1962.0,976.0,C,2005,4.5,2005.0,22071,14213.0,7858.0,195.26666666666665,417531,0.06826844985904412
500032000,60000,1986/01/21 05:00:00+00,4,1959.0,988.0,C,1986,4.5,1986.0,16985,11249.0,5736.0,109.69166666666666,171588,-0.4068797307398438
500032000,74750,1992/05/29 04:00:00+00,4,1959.0,988.0,C,1992,4.5,1992.0,19867,12614.0,7253.0,140.30833333333334,167124,-0.41550393016082116
500032100,14800,1975/05/05 04:00:00+00,2,1958.0,1000.0,C +,1975,5.0,1975.0,15179,9770.0,5409.0,53.824999999999996,86255,-0.5717383349491317
500032200,34500,1976/03/24 04:00:00+00,3,1957.0,1288.0,C +,1976,5.0,1976.0,15529,10080.0,5449.0,56.93333333333334,190092,-0.371131033139986
500032200,250000,2007/03/16 04:00:00+00,3,1957.0,1288.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,378233,-0.007653097821414754
500032300,35500,1976/11/10 05:00:00+00,5,1957.0,1031.0,C +,1976,5.0,1976.0,15529,10080.0,5449.0,56.93333333333334,195601,-0.3604879519101105
500032400,93000,1993/06/30 04:00:00+00,5,1957.0,1097.0,C,1993,4.5,1993.0,19711,12446.0,7265.0,144.475,201930,-0.34826067634215224
500032400,67000,1987/06/19 04:00:00+00,5,1957.0,1097.0,C,1987,4.5,1987.0,17034,11097.0,5937.0,113.61666666666667,184988,-0.38099167692239383
500032600,70000,1977/02/28 05:00:00+00,4,1960.0,768.0,C,1977,4.5,1977.0,15903,10330.0,5573.0,60.61666666666667,362257,-0.03851784019362227
500032700,17400,1967/04/13 04:00:00+00,6,1959.0,1141.0,C,1967,4.5,1967.0,8597,4821.0,3776.0,33.375,163545,-0.422418358863258
500032800,46000,1980/06/13 04:00:00+00,4,1961.0,1904.0,C -,1980,4.0,1980.0,16452,11046.0,5406.0,82.38333333333334,175158,-0.3999826895362396
500051000,20000,1975/11/26 05:00:00+00,2,1953.0,1526.0,C,1975,4.5,1975.0,15179,9770.0,5409.0,53.824999999999996,116562,-0.5131868986024559
500052000,64000,1988/04/29 04:00:00+00,3,1953.0,1058.0,C,1988,4.5,1988.0,17168,11197.0,5971.0,118.27499999999999,169745,-0.4104403041119005
500056000,11250,1969/09/05 04:00:00+00,2,1953.0,780.0,C,1969,4.5,1969.0,9735,5769.0,3966.0,36.68333333333333,96204,-0.5525174209618325
500057000,173000,2013/01/17 05:00:00+00,2,1953.0,912.0,C -,2013,4.0,2013.0,23464,16087.0,7377.0,232.95174999999998,232965,-0.28830278453434927
500057000,169900,2009/09/22 04:00:00+00,2,1953.0,912.0,C -,2009,4.0,2009.0,24355,15476.0,8879.0,214.56466666666665,248397,-0.25848901986935763
500058000,78000,1989/10/10 04:00:00+00,3,1953.0,1209.0,C++,1989,5.5,1989.0,17444,11199.0,6245.0,123.94166666666666,197418,-0.3569776090902369
500058000,231000,2017/03/03 05:00:00+00,3,1953.0,1209.0,C++,2017,5.5,2017.0,24360,16655.0,7705.0,245.121,295626,-0.16724522182873489
500058000,350000,2019/03/21 04:00:00+00,3,1953.0,1209.0,C++,2019,5.5,2019.0,25018,17011.0,8007.0,255.65258333333335,429466,0.09132620525540722
500058000,48000,1985/08/01 04:00:00+00,3,1953.0,1209.0,C++,1985,5.5,1985.0,16889,11195.0,5694.0,107.60000000000001,139939,-0.4680238363568941
500059000,250000,2020/01/29 05:00:00+00,5,1967.0,1110.0,B,2020,6.5,2020.0,25642,17314.0,8328.0,258.85575,302965,-0.15306668250289418
500059100,3600,1972/02/28 05:00:00+00,4,1972.0,1148.0,B -,1972,6.0,1972.0,12907,8204.0,4703.0,41.80833333333333,27011,-0.6861944439312964
500059100,410000,2020/03/18 04:00:00+00,4,1972.0,1148.0,B -,2020,6.0,2020.0,25642,17314.0,8328.0,258.85575,496864,0.22153538817992163
500059100,248000,2010/03/31 04:00:00+00,4,1972.0,1148.0,B -,2010,6.0,2010.0,24391,15595.0,8796.0,218.0761666666667,356742,-0.049172513089386194
500059100,445000,2021/03/22 04:00:00+00,4,1972.0,1148.0,B -,2021,6.0,2021.0,26026,17299.0,8727.0,270.96791666666667,515173,0.2569073566384061
500060000,33250,1977/06/29 04:00:00+00,2,1951.0,910.0,C,1977,4.5,1977.0,15903,10330.0,5573.0,60.61666666666667,172072,-0.40594466969151205
500060000,197000,2014/08/06 04:00:00+00,2,1951.0,910.0,C,2014,4.5,2014.0,23732,16483.0,7249.0,236.715,261066,-0.234013217345979
500063000,65000,1987/07/09 04:00:00+00,4,1954.0,1238.0,C,1987,4.5,1987.0,17034,11097.0,5937.0,113.61666666666667,179466,-0.3916598734283609
500063000,39500,1977/12/27 05:00:00+00,4,1954.0,1238.0,C,1977,4.5,1977.0,15903,10330.0,5573.0,60.61666666666667,204416,-0.3434578627757208
500064000,53900,1988/05/02 04:00:00+00,2,1953.0,768.0,C +,1988,5.0,1988.0,17168,11197.0,5971.0,118.27499999999999,142957,-0.46219322841502364
500064000,38000,1981/03/03 05:00:00+00,2,1953.0,768.0,C +,1981,5.0,1981.0,16420,11053.0,5367.0,90.93333333333334,131090,-0.4851196115979848
500064000,225000,2007/09/28 04:00:00+00,2,1953.0,768.0,C +,2007,5.0,2007.0,22534,15079.0,7455.0,207.34416666666667,340409,-0.08072695958195414
500064100,18000,1977/08/01 04:00:00+00,2,1954.0,768.0,C,1977,4.5,1977.0,15903,10330.0,5573.0,60.61666666666667,93151,-0.5584156469547187
500065A00,505000,2019/05/06 04:00:00+00,3,2012.0,1988.0,B -,2019,6.0,2019.0,25018,17011.0,8007.0,255.65258333333335,619658,0.4587665583635001
500065A00,430000,2012/11/05 05:00:00+00,3,2012.0,1988.0,B -,2012,6.0,2012.0,23907,15822.0,8085.0,229.58608333333333,587535,0.3967067111412654
500065A00,95000,2012/06/07 04:00:00+00,3,2012.0,1988.0,B -,2012,6.0,2012.0,23907,15822.0,8085.0,229.58608333333333,129804,-0.48760409198673405
500066100,10000,1980/07/07 04:00:00+00,6,1980.0,2560.0,C +,1980,5.0,1980.0,16452,11046.0,5406.0,82.38333333333334,38077,-0.6648155481444381
500066200,79900,1997/09/15 04:00:00+00,3,1997.0,1280.0,C,1997,4.5,1997.0,20262,13246.0,7016.0,160.525,156140,-0.4367244065138712
500066200,130000,2009/03/31 04:00:00+00,3,1997.0,1280.0,C,2009,4.5,2009.0,24355,15476.0,8879.0,214.56466666666665,190062,-0.3711889914694281
500066200,33000,1996/10/31 04:00:00+00,3,1997.0,1280.0,C,1996,4.5,1996.0,19789,13129.0,6660.0,156.85833333333332,65996,-0.6108775948213496
500066200,96000,2001/01/03 05:00:00+00,3,1997.0,1280.0,C,2001,4.5,2001.0,21133,13766.0,7367.0,177.04166666666666,170101,-0.40975253193585487
500066200,140000,2004/04/28 04:00:00+00,3,1997.0,1280.0,C,2004,4.5,2004.0,21691,14129.0,7562.0,188.90833333333333,232481,-0.289237845582681
500066300,115200,2003/05/22 04:00:00+00,3,1997.0,1280.0,C,2003,4.5,2003.0,21446,13829.0,7617.0,184.0,196402,-0.35894046451400774
500066300,176000,2006/05/31 04:00:00+00,3,1997.0,1280.0,C,2006,4.5,2006.0,22371,14678.0,7693.0,201.5583333333333,273919,-0.2091819370686891
500066300,164000,2011/06/30 04:00:00+00,3,1997.0,1280.0,C,2011,4.5,2011.0,24297,15762.0,8535.0,224.923,228729,-0.296486500651567
500066300,78900,1999/01/08 05:00:00+00,3,1997.0,1280.0,C,1999,4.5,1999.0,20794,13576.0,7218.0,166.58333333333334,148578,-0.45133376942189785
500068100,339000,2018/05/09 04:00:00+00,3,1989.0,1532.0,C +,2018,5.0,2018.0,24639,16777.0,7862.0,251.0995,423511,0.07982147686115985
500068100,135000,2000/07/31 04:00:00+00,3,1989.0,1532.0,C +,2000,5.0,2000.0,20810,13718.0,7092.0,172.1916666666667,245942,-0.26323194316203224
500068100,185500,2003/07/23 04:00:00+00,3,1989.0,1532.0,C +,2003,5.0,2003.0,21446,13829.0,7617.0,184.0,316255,-0.12739114256006506
500068100,96971,2018/05/08 04:00:00+00,3,1989.0,1532.0,C +,2018,5.0,2018.0,24639,16777.0,7862.0,251.0995,121145,-0.5043327978080251
500068100,90000,1993/08/24 04:00:00+00,3,1989.0,1532.0,C +,1993,5.0,1993.0,19711,12446.0,7265.0,144.475,195416,-0.3608453616083365
500070100,34000,1975/06/02 04:00:00+00,5,1958.0,1036.0,C,1975,4.5,1975.0,15179,9770.0,5409.0,53.824999999999996,198155,-0.3555537661302771
500070100,185000,2002/08/29 04:00:00+00,5,1958.0,1036.0,C,2002,4.5,2002.0,21536,13805.0,7731.0,179.86666666666667,322650,-0.11503635866733429
500070200,44500,1980/07/28 04:00:00+00,2,1958.0,1031.0,C,1980,4.5,1980.0,16452,11046.0,5406.0,82.38333333333334,169446,-0.4110179554620063
500070300,58000,1985/08/16 04:00:00+00,4,1958.0,1152.0,C,1985,4.5,1985.0,16889,11195.0,5694.0,107.60000000000001,169093,-0.41169993180510783
500070300,129500,1999/11/12 05:00:00+00,4,1958.0,1152.0,C,1999,4.5,1999.0,20794,13576.0,7218.0,166.58333333333334,243865,-0.267244591503737
500070400,220000,2004/12/01 05:00:00+00,4,1958.0,1036.0,C +,2004,5.0,2004.0,21691,14129.0,7562.0,188.90833333333333,365328,-0.03258483920307086
500070400,50000,1988/10/05 04:00:00+00,4,1958.0,1036.0,C +,1988,5.0,1988.0,17168,11197.0,5971.0,118.27499999999999,132613,-0.48217726040664327
500070500,7500,1966/02/15 05:00:00+00,4,1958.0,1036.0,C,1966,4.5,1966.0,7873,4513.0,3360.0,32.47083333333333,72456,-0.598397234548161
500070500,128500,2000/04/14 04:00:00+00,4,1958.0,1036.0,C,2000,4.5,2000.0,20810,13718.0,7092.0,172.1916666666667,234100,-0.28611002773712496
500075000,339900,2018/07/05 04:00:00+00,3,1950.0,1275.0,C++,2018,5.5,2018.0,24639,16777.0,7862.0,251.0995,424636,0.08199491421523682
500075000,200000,2006/08/10 04:00:00+00,3,1950.0,1275.0,C++,2006,5.5,2006.0,22371,14678.0,7693.0,201.5583333333333,311272,-0.13701802108038993
500075000,274000,2015/05/01 04:00:00+00,3,1950.0,1275.0,C++,2015,5.5,2015.0,23883,16736.0,7147.0,237.00175000000002,362669,-0.037721879135951424
500076000,130000,1999/08/31 04:00:00+00,3,1950.0,1295.0,C +,1999,5.0,1999.0,20794,13576.0,7218.0,166.58333333333334,244806,-0.26542663190357124
500076000,140000,2001/02/14 05:00:00+00,3,1950.0,1295.0,C +,2001,5.0,2001.0,21133,13766.0,7367.0,177.04166666666666,248064,-0.2591323573261644
500077000,130000,1999/08/31 04:00:00+00,1,2013.0,1640.0,C,1999,4.5,1999.0,20794,13576.0,7218.0,166.58333333333334,244806,-0.26542663190357124
500077000,140000,2001/02/14 05:00:00+00,1,2013.0,1640.0,C,2001,4.5,2001.0,21133,13766.0,7367.0,177.04166666666666,248064,-0.2591323573261644
500077000,67300,2012/07/18 04:00:00+00,1,2013.0,1640.0,C,2012,4.5,2012.0,23907,15822.0,8085.0,229.58608333333333,91956,-0.5607243204108271
500087000,240000,1995/12/08 05:00:00+00,6,1959.0,2025.0,C +,1995,5.0,1995.0,20025,13108.0,6917.0,152.38333333333333,494066,0.2161298079872929
500087000,500000,2015/06/16 04:00:00+00,6,1959.0,2025.0,C +,2015,5.0,2015.0,23883,16736.0,7147.0,237.00175000000002,661804,0.5401902834523244
500087000,19658,1982/01/07 05:00:00+00,6,1959.0,2025.0,C +,1982,5.0,1982.0,16446,11104.0,5342.0,96.53333333333335,63881,-0.6149636570470143
500089000,350000,2020/10/20 04:00:00+00,3,1950.0,1750.0,C +,2020,5.0,2020.0,25642,17314.0,8328.0,258.85575,424152,0.08105985316690503
500089000,75000,1986/11/18 05:00:00+00,3,1950.0,1750.0,C +,1986,5.0,1986.0,16985,11249.0,5736.0,109.69166666666666,214486,-0.32400318352633867
500089000,185000,2003/12/03 05:00:00+00,3,1950.0,1750.0,C +,2003,5.0,2003.0,21446,13829.0,7617.0,184.0,315402,-0.1290390910605341
500089000,210000,2010/12/10 05:00:00+00,3,1950.0,1750.0,C +,2010,5.0,2010.0,24391,15595.0,8796.0,218.0761666666667,302080,-0.15477645322143474
